class,sms
ham,"Dear MR SYED SspamS UL ARFIN Your recent  Bank Alfalah credit card (0476) transaction for PKR 3,730.00/- at 20:27 on CARREFOUR was declined due to insufficient funds and your available limit is -1,624.49. For balance enquiry or credit limit increase please call  9221111225111."
ham,"Dear MR SYED SspamS UL ARFIN Your recent  Bank Alfalah credit card (0476) transaction for PKR 8,421.00/- at 18:57 on SERVIS   LAHORE PK was declined due to an incorrect/invalid PIN entered at the time of transaction. You are requested to enter the correct pin to ensure a successful transaction. You can also change your credit card PIN through the Alfa App. For further assistance please call  9221111225111."
ham,"Dear MR SYED SspamS UL ARFIN Your recent  Bank Alfalah credit card (5024) transaction for PKR 15,071.00/- at 18:30 on METRO HABIB CASH N C LAHORE PK was declined due to an incorrect/invalid PIN entered at the time of transaction. You are requested to enter the correct pin to ensure a successful transaction. You can also change your credit card PIN through the Alfa App. For further assistance please call  9221111225111."
ham,Dear MR SYED SspamS UL ARFIN Your recent  Bank Alfalah credit card (5024) transaction for PKR 288.71/- at 20:04 on FOOD PANDA  KARACHI PK was declined due to expired card/input of incorrect expiry date. You are requested to enter the correct expiry date or use your new credit card to conduct transaction. In case the renewed card has not been received please call on   9221111225111 for assistance.
ham,Dear MR SYED SspamS UL ARFIN Your recent  Bank Alfalah credit card (5024) transaction for PKR 288.71/- at 20:14 on FOOD PANDA  KARACHI PK was declined due to expired card/input of incorrect expiry date. You are requested to enter the correct expiry date or use your new credit card to conduct transaction. In case the renewed card has not been received please call on   9221111225111 for assistance.
ham,"Dear MR SYED SspamS UL ARFIN Your recent  Bank Alfalah credit card (5024) transaction for PKR 7,100.00/- at 22:45 on UNITED BANK LIMITED INTERNET PK was declined due to expired card/input of incorrect expiry date. You are requested to enter the correct expiry date or use your new credit card to conduct transaction. In case the renewed card has not been received please call on   9221111225111 for assistance."
spam,Your path to success starts here! Enroll in our leading Bachelors/ Masters programs at NUR International University (Fall 24) Visit niu.edu.pk Call 03204455148
spam,Your Postpaid Bill is available on MyTelenor App! Please view from the Link: https://mytelenorapp.page.link/home
spam,"Your presence is valuable to us, ! Earn 10X bonus SHARE points when you shop or dine across our malls. Activate your offer: https://maf.am/3tQEmUb"
spam,Your SMS can help save lives! Support the treatment of deserving breast cancer patients at Shaukat Khanum Hospital by sending a blank SMS to 7770 (Rs 20+t).
spam,"Zaha by Khadijah Shah brings Winter Unstitched collection 'Modern Scapes'. A collection featuring 15 designs crafted from cozy Khaddars lavishly embroidered and accompanied by luscious printed shawls.   Shop online: www.zaha.pk  Visit Zaha Store: Shop 12, Ground Floor, Gulberg Galleria Mall, Lahore"
spam,"Zahoor Ahmad Lohar Ki Smarttune 1. Dil Kithay Kharayai Bholya, Naeem Hazarvi Ka Mashoor Gana 2. Jogiya Hasil Karna Ka Liya 1 Ya 2 Likh Kar Reply Karain"
spam,Office or Apnay Ghar k  Puranay AC  spamein Sale karein. Window AC|Cabinet AC Split AC On Cash Maximum rate.  03054230786  Unsub  T=tf7#jh9?=TtGt+
spam,Golden Sand Apartment Commercial Shop Furnished office Booking @ 10% LHR prime location Etihad Town 03041110000 https://wa.me/923484111110  T=tf7#jh9?=T
spam,BAHRIA TOWN  BAHRIA ORCHARD  AL KABIR TOWN  5 20 Marla Residential & Commercial Plots are Available on Cash & Installments   Rana Usman  03211149393
spam,We Buy Used window AC  split Ac  DC inverter  cabinet AC  chilar AC  old Dead AC  SALE KRNE KE LIYE CALL KRE.    03085077211  T=tf7#jh9?=
spam,"Skills Home Tuition 03214131628 Professional Home Tutors (Ladies/Gents) For O&A Level All Classes/Subjects In Lhr,Online Classes Also Available"
spam,Puraany Ac SALE Karien Achi Price Per Split   Window Ac Pel General   National Dc invtr Other window ac cabint ac 03211014629 03204002101  un29669
spam,"**RAMADAN OFFER**  Flat 50% off FRAMES & SUNGLASSES  SUNDAY OPEN  LAST 4 DAYS OF SALE  GULBERG       03400003135 IQBAL TOWN 03400003137 TOWN SHIP   03400003138 To block promotions from VISION PLUS send UNSUB to 8843776 To block all promotions, send REG to 3627"
spam,"*345*67# se 7 Din k liye 60GB(30GB 1-11AM),7500 TelenorMins, 200 Off-NetMins hasi kare srf Rs.300 Bama tax mei. To stop receiving promotions, send ‘reg’ to 3627"
spam,"*345*67# se 7 Din k liye 60GB(30GB 1-11AM),7500 TelenorMins, 200 Off-NetMins hasi kare srf Rs.300 Bama tax mei. To stop receiving promotions, send ‘reg’ to 3627"
spam,"*345*67# se 7 Din k liye 60GB(30GB 1-11AM),7500 TelenorMins, 200 Off-NetMins hasi kare srf Rs.300 Bama tax mei. To stop receiving promotions, send ‘reg’ to 3627"
spam,*420# mila k Call & SMS Blocker service se napasandida numbers ko block karen @ Rs. 8.96/W
spam,*6528# milain aur kisi bhi band yani OFF number k ON hone ki fori itila hasil karen bazariya Jazz Notify Me service @ Rs. 1.58 + T/day
spam,*6528# milain aur kisi bhi band yani OFF number k ON hone ki fori itila hasil karen bazariya Jazz Notify Me service @ Rs. 1.58 + T/day
spam,*6528# milain aur kisi bhi band yani OFF number k ON hone ki fori itila hasil karen bazariya Jazz Notify Me service @ Rs. 1.58 + T/day
spam,"*786*5*2*3*2# mila k webdoc health se pao Rs.60/month mein Rs.10,000 tak IPD+Doctor consultation & Rs.60,000 jeetne ka mauqa.To stop promotions send REG to 3627"
spam,"*786*5*2*3*2# mila k webdoc health se pao Rs.60/month mein Rs.10,000 tak IPD+Doctor consultation & Rs.60,000 jeetne ka mauqa.To stop promotions send REG to 3627"
spam,*888# se apki aaj din ki pehli Telenor call bilkul MUFT hai. *345*050# se din bhar k liye 50 Telenor Mins hasil kerien ab Rs.11 nahi balke sirf Rs.9 bama tax
spam,*888# se apki aaj din ki pehli Telenor call bilkul MUFT hai. *345*050# se din bhar k liye 50 Telenor Mins hasil kerien ab Rs.11 nahi balke sirf Rs.9 bama tax
spam,*888# se apki aaj din ki pehli Telenor call bilkul MUFT hai. *345*050# se din bhar k liye 50 Telenor Mins hasil kerien ab Rs.11 nahi balke sirf Rs.9 bama tax
spam,"*888# se hasil karen 7din tak din ki pehli Telenor call BILKUL MUFT srf Rs5 mei rat 12 se dopher 12 k darmian. To stop receiving promotions, send ?reg? to 3627"
spam,"*888# se hasil karen 7din tak din ki pehli Telenor call BILKUL MUFT srf Rs5 mei rat 12 se dopher 12 k darmian. To stop receiving promotions, send ?reg? to 3627"
spam,"*888# se hasil karen 7din tak din ki pehli Telenor call BILKUL MUFT srf Rs5 mei rat 12 se dopher 12 k darmian. To stop receiving promotions, send ?reg? to 3627"
spam,"*888# se hasil karen 7din tak din ki pehli Telenor call BILKUL MUFT srf Rs5 mei rat 12 se dopher 12 k darmian. To stop receiving promotions, send reg to 3627"
spam,"*888# se hasil karen 7din tak din ki pehli Telenor call BILKUL MUFT srf Rs5 mei rat 12 se dopher 12 k darmian. To stop receiving promotions, send reg to 3627"
spam,"*888# se hasil karen 7din tak din ki pehli Telenor call BILKUL MUFT srf Rs5 mei rat 12 se dopher 12 k darmian. To stop receiving promotions, send 'reg' to 3627"
spam,"*888# se hasil karen 7din tak din ki pehli Telenor call BILKUL MUFT srf Rs5 mei rat 12 se dopher 12 k darmian. To stop receiving promotions, send 'reg' to 3627"
spam,"*888# se hasil karen 7din tak din ki pehli Telenor call BILKUL MUFT srf Rs5 mei rat 12 se dopher 12 k darmian. To stop receiving promotions, send 'reg' to 3627"
spam,*969*1# mila kar My Status subscribe kren aur apni marzi ka status lagain ya Y se reply kr k 923224112454 ka 'Set GEN Rajpoot Property Advisor & Law Associates CEO Rana Athar Mobeen' status copy kren@Re 1+T/d(Prepaid) or@Rs15+T/M(Postpaid). VIP call se gair-zrori calls se nijaat paen @Rs5+t/W.Dial*847#
spam,*969*1# mila kar My Status subscribe kren aur apni marzi ka status lagain ya Y se reply kr k 923224112454 ka 'Set GEN Rajpoot Property Advisor & Law Associates CEO Rana Athar Mobeen' status copy kren@Re 1+T/d(Prepaid) or@Rs15+T/M(Postpaid). VIP call se gair-zrori calls se nijaat paen @Rs5+t/W.Dial*847#
spam,*969*1# mila kar MyStatus hasil kren aur apna manpasand status lagain jo tamam callers ki screen pe bazariya flash SMS dekhai de@Rs 1+T/d(Prepaid) or @Rs15+T/M(Postpaid).NotifyMe se band no. k on honi ki itla hasil kren@Rs1+t/d.Dial*6528#
spam,"ZAMEEN QUADRANGLE LAHORE* BUY A LUXURY APARTMENT ON 3 Yrs EASY INSTALLMENTS. a project by zameen development   *LOCATION* OPPOSITE GYMKHANA CLUB, ZAFAR ALI ROAD GULBERG,LAHORE   REGARDS M. ILYAS Senior Manager 03330131037"
spam,"Builtz Empire offers  Industrial/Warehouse Land 4 Sale 27 Kanal (140' by 898') Corner, Main Raiwand Manga Road LHR 35 Lac Per Kanal  Rizwan CEO 03201222223"
spam,We Buy Used Ac Split Ac DC inverter cabinet Ac Old Dead ac  Sale KRNE KE LIYE CALL Kery  03258258048 -.-
spam,Bahria Specialist We Deal in all Kind of Bahria Town Properties & Different Private Projects in Bahria Lahore. Contact 03035431830 03217771793  Unsub 876
spam,Fresh Categorized DataBase Lahore AreaWise  BusniessMen Highly Salaried Whatsapp  Investors All 50 Lac Nums @ 3000Rs Calling Data Available Call 03239354444
spam,"DESI CHULLAH Now introducing Desi naashta Friday,Saturday,Sunday Bong paya, mutton paya,Desi chicken,Nihari& chanay @ ur doorstep Call 03021771772 Unsub 4567"
spam,We Buy Used window AC split Ac DC inverter cabinet AC chilar AC old Dead AC SALE KRNE KE LIYE CALL KRE.  03228805322     T=tf7#
spam,We buy treadmill exercise Cycle Gym Ac Hostess Trolley Air Gun fridge Used soler Panals WhatsApp pics & demand 03218450419  unsub    T=tf7#jh9?=
spam,Fresh Categorized DataBase Lahore AreaWise  BusniessMen Highly Salaried Whatsapp  Investors All 50 Lac Nums @ 3000Rs Calling Data Available Call 03239354444
spam,@Rs1.19/D
spam,Ap ne 3022642815 pe call ki the jo network pe mojud ni tha. Abhi Y se reply karen aur Callback Notification se band number k on hone ki itla bazariya Missed call hasil karen Service Charges 1.8/D
spam,"[MCF] Fast way to make money  Earn 10,000 Pakistani Rupees a day with just a mobile phone https://wa.me/447424570386 Send SMS with text ""Reg"" on 3627 if you are not willing to receive marketing messages"
spam,[Oxford Home Tuition] 03004184243 Male/Female tutor All Classes KG to Master O/A Level Trial free.
spam,"[Oxford Home Tuition] 03007863490 Male/Female In home/Online KG to Master IB,O/A Level English,La"
spam,"[Oxford Home/Online Tuiton] 03004184243 Male/Female tutors O/A Level's, Metric All subjects"
spam,"We Purchase  Electric Joging Machine\Ellaptical\Exercise Cycle Home Gym Windows & Split ACs At Good Price  03224752822 Only 4 Lahore,, Unsub 329"
spam,"AL RAHMAN GARDEN PHASE (7) LDA Approved 5 Year Easy Installment Plan. 3,5,8,10 Marla plots Available. Limited Plots Asim Bhatti 03071004919  T=tf7#"
spam,Bahria Orchard phase 5 5 Malra Residential Plot 35 Lakh 5 Marla Commercial Plot 1.5 Cror 1 year Payment Plan Ali Saqlain Estate 03206286728  T=tf7#
spam,Canada Multiple Visit Visa for Families... Payment after Visa.. Cheap Price Total Cost 10 Lac.. Get Free Assessment 03068094111  Unsub  T=tf7#
spam,Mitsubishi Dawlance Gree or dusri compnies kay Splits wagera sell karne k liye contact us 03044020095 un sub
spam,"Tutors for LGS,Choefat,City,LOC Cicas,Beacon house,LSE 1st to 8th, o-levels & A-levels Bridge Academy 03008483093 03218470888  Unsub  T=tf7"
spam,"Tutors for LGS,Choefat,City,LOC Cicas,Beacon house,LSE 1st to 8th, o-levels & A-levels Bridge Academy 03008483093 03218470888  Unsub  T=tf7"
spam,We Purchase  Electric Joging Machine\Ellaptical\Exercise Cycle Home Gym Windows & Split ACs At Good Price  03224752822 Only 4 Lahore......... Unsub 148
spam,"2 Marla Plaza FOR SALE Rent RS 85,000  Plot & Houses also available on Installments   Invest & Earn   Delta Marketing  03231519377    T=tf7#jh9?"
spam,"Make Your Roof Heat & Water Proof Guaranteed  Leakage,Seepage Treatment  Watertank,Baths  Without Dismantling  Syed Chemicals  03005452945  03002866605"
spam,"Admission Open- 2022”  ICE Pakistan invites you to explore   HEC approved   Globally recognized   International Bachelor Program with 100% Admission Fee Waiver for September Session.   For details Visit our Website: https://ice.edu.pk/  Or call:03410901423 03090965692 03411986423 To block promotions from ICEPakistan send UNSUB to 4440943 To block all promotions, send REG to 3627"
spam,++Good Price++ Apnay Ghar or Office k Puranay istemal Shuda AC spamain SALE Karay Sale your Old Window & Split Ac at Your Doorstep Call: 03044937731
spam,"Skills Home/Online Tuition 03214131628 Professional Home Tutors (Ladies/Gents) For O&A Level All Classes/Subjects In Lahore,Islamabad"
spam,"+8171:Apka Rs.75,600 rupy manzor howa hai Apka ye 03218429669 BISP program mein register tha Ap is WhatsApp per 03064587392 rabta karein,"
spam,1889 Use this PIN to download Tax-Certificate from your account. Never share your PIN with anyone. ac95UegMlsc
spam,2896 Use this PIN to download Tax-Certificate from your account. Never share your PIN with anyone. ac95UegMlsc
spam,5142 Use this PIN to Un-Subscribe VAS-Offers from your account. Never share your PIN with anyone. ac95UegMlsc
spam,5146 Use this PIN to download Tax-Certificate from your account. Never share your PIN with anyone. ac95UegMlsc
